source_title,n_runs,measure,mean,sd,cv,min,max,range
ENTITY_05_E1_seed1,5,orphan_rate,0.049770003707146175,0.01978865505270508,0.3976020409631544,0.016853932584269662,0.06951871657754011,0.052664783993270445
ENTITY_05_E1_seed1,5,root_count,94.8,6.300793600809346,0.06646406751908593,86,101,15
ENTITY_05_E1_seed1,5,leaf_count,26.6,3.361547262794322,0.12637395724790684,23,31,8
ENTITY_05_E1_seed1,5,component_count,21.8,3.7682887362833544,0.1728572814808878,16,26,10
ENTITY_05_E2_seed1,5,n_nodes,161.8,3.271085446759225,0.020216844541157138,158,165,7
ENTITY_05_E2_seed1,5,n_edges,160.4,9.91463564635635,0.0618119429323962,145,172,27
ENTITY_05_E2_seed1,5,F_prop,0.4783158228250179,0.012745689270758422,0.026647015763518182,0.4591194968553459,0.4909090909090909,0.031789594053744985
ENTITY_05_E2_seed1,5,M_prop,0.20642412233686813,0.011828448784106457,0.057301678942363855,0.19393939393939394,0.22424242424242424,0.030303030303030304
ENTITY_05_E2_seed1,5,V_prop,0.23488762314651973,0.020668732438031225,0.08799413166669215,0.20606060606060606,0.2545454545454545,0.048484848484848464
ENTITY_05_E2_seed1,5,P_prop,0.08037243169159417,0.0016277694886997404,0.02025283364507164,0.07878787878787878,0.08227848101265822,0.0034906022247794405
ENTITY_05_E2_seed1,5,S_prop,0.6606759556268377,0.020347395082001285,0.03079784409998096,0.63125,0.6875,0.05625000000000002
ENTITY_05_E2_seed1,5,W_prop,0.05952920342154504,0.007360947253703429,0.1236527087651122,0.04827586206896552,0.06666666666666667,0.01839080459770115
ENTITY_05_E2_seed1,5,J_prop,0.1671274088114505,0.013085992950995476,0.07829950242188466,0.15151515151515152,0.1875,0.03598484848484848
ENTITY_05_E2_seed1,5,E_prop,0.1126674321401667,0.03285677883503892,0.29162623316170583,0.0625,0.15,0.0875
ENTITY_05_E2_seed1,5,Ext_prop,0.026024772845885814,0.010379891382762053,0.39884656992896605,0.01818181818181818,0.03773584905660377,0.01955403087478559
ENTITY_05_E2_seed1,5,Q0_prop,0.9048906012061811,0.014282692560054697,0.015783888727561618,0.8909090909090909,0.9245283018867925,0.0336192109777016
ENTITY_05_E2_seed1,5,Q1_prop,0.09510939879381883,0.01428269256005469,0.15017120012520702,0.07547169811320754,0.10909090909090909,0.03361921097770154
ENTITY_05_E2_seed1,5,Q2_prop,0,0,0,0,0,0
ENTITY_05_E2_seed1,5,orphan_rate,0.04675500594137645,0.03226739317694148,0.690137719528895,0.024691358024691357,0.10303030303030303,0.07833894500561167
ENTITY_05_E2_seed1,5,root_count,80.2,6.340346993658944,0.07905669568153297,74,88,14
ENTITY_05_E2_seed1,5,leaf_count,27.4,2.302172886644268,0.08402090827168861,25,30,5
ENTITY_05_E2_seed1,5,component_count,21,6.363961030678928,0.30304576336566325,15,30,15
ENTITY_05_E3_seed1,5,n_nodes,176.8,3.1144823004794873,0.017615850115834202,174,182,8
ENTITY_05_E3_seed1,5,n_edges,166,7.905694150420948,0.0476246635567527,159,176,17
ENTITY_05_E3_seed1,5,F_prop,0.37221406442768223,0.004372354497387085,0.011746881472923474,0.36813186813186816,0.3793103448275862,0.011178476695718031
ENTITY_05_E3_seed1,5,M_prop,0.2513343328208904,0.014935670984515871,0.059425510302882296,0.22527472527472528,0.26285714285714284,0.037582417582417565
ENTITY_05_E3_seed1,5,V_prop,0.3017742805606628,0.01932660695002837,0.06404325416374683,0.28735632183908044,0.33516483516483514,0.0478085133257547
ENTITY_05_E3_seed1,5,P_prop,0.07467732219076463,0.0027792167741678884,0.03721634215898002,0.07142857142857142,0.07909604519774012,0.007667473769168695
ENTITY_05_E3_seed1,5,S_prop,0.7023870572155555,0.06306272707243664,0.08978344123030063,0.6125,0.7840909090909091,0.17159090909090902
